"","station","hour","Transmitter","depth","habitat","Diel","tidemeters","tidestate","benthos","rugosity","dets"
"2302","BTT46","2018-06-23 15:00:00","A69-1602-65071",2,"basin","Day",0.131014,"outgoing","seagrass",1,0
"2303","BTT17","2018-06-23 15:00:00","A69-1602-65155",3,"bank","Day",0.284478,"outgoing","sand",1,11
"2304","BTT37","2018-06-23 15:00:00","A69-1602-65067",3,"bank","Day",0.131014,"outgoing","seagrass",3,10
"2305","BTT18","2018-06-23 16:00:00","A69-1602-65064",2.1,"channel","Day",0.163085,"outgoing","seagrass",2,10
"2306","BTT27","2018-06-23 16:00:00","A69-1602-65065",2.7,"bank","Day",0.163085,"outgoing","sand",1,3
"2307","BTT7","2018-06-23 16:00:00","A69-1602-65066",1.6,"basin","Day",0.180044,"outgoing","seagrass",2,12
"2308","BTT49","2018-06-23 16:00:00","A69-1602-65068",3,"channel","Day",0.052624,"outgoing","seagrass",3,5
"2309","BTT13","2018-06-23 16:00:00","A69-1602-65069",2.8,"basin","Day",0.053105,"low","seagrass",3,2
"2310","BTT54","2018-06-23 16:00:00","A69-1602-65070",3.4,"channel","Day",0.671363,"outgoing","sand",1,11
"2311","BTT46","2018-06-23 16:00:00","A69-1602-65071",2,"basin","Day",0.052624,"outgoing","seagrass",1,0
"2312","BTT17","2018-06-23 16:00:00","A69-1602-65155",3,"bank","Day",0.180044,"outgoing","sand",1,6
"2313","BTT37","2018-06-23 16:00:00","A69-1602-65067",3,"bank","Day",0.052624,"outgoing","seagrass",3,11
"2314","BTT18","2018-06-23 17:00:00","A69-1602-65064",2.1,"channel","Day",0.053105,"low","seagrass",2,9
"2315","BTT27","2018-06-23 17:00:00","A69-1602-65065",2.7,"bank","Day",0.053105,"low","sand",1,8
"2316","BTT7","2018-06-23 17:00:00","A69-1602-65066",1.6,"basin","Day",0.091272,"outgoing","seagrass",2,11
"2317","BTT49","2018-06-23 17:00:00","A69-1602-65068",3,"channel","Day",0.009649,"low","seagrass",3,10
"2318","BTT13","2018-06-23 17:00:00","A69-1602-65069",2.8,"basin","Day",0.00656,"low","seagrass",3,6
"2319","BTT54","2018-06-23 17:00:00","A69-1602-65070",3.4,"channel","Day",0.504328,"outgoing","sand",1,9
"2320","BTT46","2018-06-23 17:00:00","A69-1602-65071",2,"basin","Day",0.009649,"low","seagrass",1,0
"2321","BTT17","2018-06-23 17:00:00","A69-1602-65155",3,"bank","Day",0.091272,"outgoing","sand",1,5
"2322","BTT37","2018-06-23 17:00:00","A69-1602-65067",3,"bank","Day",0.009649,"low","seagrass",3,11
"2323","BTT18","2018-06-23 18:00:00","A69-1602-65064",2.1,"channel","Day",0.00656,"low","seagrass",2,10
"2324","BTT27","2018-06-23 18:00:00","A69-1602-65065",2.7,"bank","Day",0.00656,"low","sand",1,8
"2325","BTT7","2018-06-23 18:00:00","A69-1602-65066",1.6,"basin","Day",0.030624,"low","seagrass",2,11
"2326","BTT49","2018-06-23 18:00:00","A69-1602-65068",3,"channel","Day",0.006048,"low","seagrass",3,6
"2327","BTT13","2018-06-23 18:00:00","A69-1602-65069",2.8,"basin","Day",0.036415,"low","seagrass",3,8
"2328","BTT54","2018-06-23 18:00:00","A69-1602-65070",3.4,"channel","Day",0.323132,"outgoing","sand",1,12
"2329","BTT46","2018-06-23 18:00:00","A69-1602-65071",2,"basin","Day",0.006048,"low","seagrass",1,0
"2330","BTT17","2018-06-23 18:00:00","A69-1602-65155",3,"bank","Day",0.030624,"low","sand",1,7
"2331","BTT37","2018-06-23 18:00:00","A69-1602-65067",3,"bank","Day",0.006048,"low","seagrass",3,11
"2332","BTT18","2018-06-23 19:00:00","A69-1602-65064",2.1,"channel","Day",0.036415,"low","seagrass",2,3
"2333","BTT27","2018-06-23 19:00:00","A69-1602-65065",2.7,"bank","Day",0.036415,"low","sand",1,2
"2334","BTT7","2018-06-23 19:00:00","A69-1602-65066",1.6,"basin","Day",0.003544,"low","seagrass",2,12
"2335","BTT49","2018-06-23 19:00:00","A69-1602-65068",3,"channel","Day",0.036476,"low","seagrass",3,3
"2336","BTT13","2018-06-23 19:00:00","A69-1602-65069",2.8,"basin","Day",0.146849,"incoming","seagrass",3,9
"2337","BTT54","2018-06-23 19:00:00","A69-1602-65070",3.4,"channel","Day",0.163085,"outgoing","sand",1,10
"2338","BTT46","2018-06-23 19:00:00","A69-1602-65071",2,"basin","Day",0.036476,"low","seagrass",1,1
"2339","BTT17","2018-06-23 19:00:00","A69-1602-65155",3,"bank","Day",0.003544,"low","sand",1,11
"2340","BTT37","2018-06-23 19:00:00","A69-1602-65067",3,"bank","Day",0.036476,"low","seagrass",3,11
"2341","BTT18","2018-06-23 20:00:00","A69-1602-65064",2.1,"channel","Day",0.146849,"incoming","seagrass",2,0
"2342","BTT27","2018-06-23 20:00:00","A69-1602-65065",2.7,"bank","Day",0.146849,"incoming","sand",1,1
"2343","BTT7","2018-06-23 20:00:00","A69-1602-65066",1.6,"basin","Day",0.025168,"low","seagrass",2,11
"2344","BTT49","2018-06-23 20:00:00","A69-1602-65068",3,"channel","Day",0.085827,"incoming","seagrass",3,4
"2345","BTT13","2018-06-23 20:00:00","A69-1602-65069",2.8,"basin","Day",0.287084,"incoming","seagrass",3,7
"2346","BTT54","2018-06-23 20:00:00","A69-1602-65070",3.4,"channel","Day",0.053105,"low","sand",1,7
"2347","BTT46","2018-06-23 20:00:00","A69-1602-65071",2,"basin","Day",0.085827,"incoming","seagrass",1,4
"2348","BTT17","2018-06-23 20:00:00","A69-1602-65155",3,"bank","Day",0.025168,"low","sand",1,12
"2349","BTT37","2018-06-23 20:00:00","A69-1602-65067",3,"bank","Day",0.085827,"incoming","seagrass",3,12
"2350","BTT18","2018-06-23 21:00:00","A69-1602-65064",2.1,"channel","Night",0.287084,"incoming","seagrass",2,0
"2351","BTT27","2018-06-23 21:00:00","A69-1602-65065",2.7,"bank","Night",0.287084,"incoming","sand",1,0
"2352","BTT7","2018-06-23 21:00:00","A69-1602-65066",1.6,"basin","Night",0.116827,"incoming","seagrass",2,10
"2353","BTT49","2018-06-23 21:00:00","A69-1602-65068",3,"channel","Night",0.141373,"incoming","seagrass",3,3
"2354","BTT13","2018-06-23 21:00:00","A69-1602-65069",2.8,"basin","Night",0.423434,"incoming","seagrass",3,9
"2355","BTT54","2018-06-23 21:00:00","A69-1602-65070",3.4,"channel","Night",0.00656,"low","sand",1,9
"2356","BTT46","2018-06-23 21:00:00","A69-1602-65071",2,"basin","Night",0.141373,"incoming","seagrass",1,0
"2357","BTT17","2018-06-23 21:00:00","A69-1602-65155",3,"bank","Night",0.116827,"incoming","sand",1,8
"2358","BTT37","2018-06-23 21:00:00","A69-1602-65067",3,"bank","Night",0.141373,"incoming","seagrass",3,12
"2359","BTT18","2018-06-23 22:00:00","A69-1602-65064",2.1,"channel","Night",0.423434,"incoming","seagrass",2,1
"2360","BTT27","2018-06-23 22:00:00","A69-1602-65065",2.7,"bank","Night",0.423434,"incoming","sand",1,0
"2361","BTT7","2018-06-23 22:00:00","A69-1602-65066",1.6,"basin","Night",0.227949,"incoming","seagrass",2,9
"2362","BTT49","2018-06-23 22:00:00","A69-1602-65068",3,"channel","Night",0.194681,"incoming","seagrass",3,2
"2363","BTT13","2018-06-23 22:00:00","A69-1602-65069",2.8,"basin","Night",0.520882,"high","seagrass",3,12
"2364","BTT54","2018-06-23 22:00:00","A69-1602-65070",3.4,"channel","Night",0.036415,"low","sand",1,11
"2365","BTT46","2018-06-23 22:00:00","A69-1602-65071",2,"basin","Night",0.194681,"incoming","seagrass",1,4
"2366","BTT17","2018-06-23 22:00:00","A69-1602-65155",3,"bank","Night",0.227949,"incoming","sand",1,9
"2367","BTT37","2018-06-23 22:00:00","A69-1602-65067",3,"bank","Night",0.194681,"incoming","seagrass",3,11
"2368","BTT18","2018-06-23 23:00:00","A69-1602-65064",2.1,"channel","Night",0.520882,"high","seagrass",2,1
"2369","BTT27","2018-06-23 23:00:00","A69-1602-65065",2.7,"bank","Night",0.520882,"high","sand",1,0
"2370","BTT7","2018-06-23 23:00:00","A69-1602-65066",1.6,"basin","Night",0.321616,"high","seagrass",2,12
"2371","BTT49","2018-06-23 23:00:00","A69-1602-65068",3,"channel","Night",0.236181,"high","seagrass",3,1
"2372","BTT13","2018-06-23 23:00:00","A69-1602-65069",2.8,"basin","Night",0.5381,"high","seagrass",3,11
"2373","BTT54","2018-06-23 23:00:00","A69-1602-65070",3.4,"channel","Night",0.146849,"incoming","sand",1,11
"2374","BTT46","2018-06-23 23:00:00","A69-1602-65071",2,"basin","Night",0.236181,"high","seagrass",1,6
"2375","BTT17","2018-06-23 23:00:00","A69-1602-65155",3,"bank","Night",0.321616,"high","sand",1,12
"2376","BTT37","2018-06-23 23:00:00","A69-1602-65067",3,"bank","Night",0.236181,"high","seagrass",3,10
"2377","BTT18","2018-06-24 00:00:00","A69-1602-65064",2.1,"channel","Night",0.5381,"high","seagrass",2,2
"2378","BTT27","2018-06-24 00:00:00","A69-1602-65065",2.7,"bank","Night",0.5381,"high","sand",1,1
"2379","BTT7","2018-06-24 00:00:00","A69-1602-65066",1.6,"basin","Night",0.351916,"high","seagrass",2,12
"2380","BTT49","2018-06-24 00:00:00","A69-1602-65068",3,"channel","Night",0.253068,"high","seagrass",3,5
"2381","BTT13","2018-06-24 00:00:00","A69-1602-65069",2.8,"basin","Night",0.49612,"high","seagrass",3,12
"2382","BTT54","2018-06-24 00:00:00","A69-1602-65070",3.4,"channel","Night",0.287084,"incoming","sand",1,11
"2383","BTT46","2018-06-24 00:00:00","A69-1602-65071",2,"basin","Night",0.253068,"high","seagrass",1,11
"2384","BTT17","2018-06-24 00:00:00","A69-1602-65155",3,"bank","Night",0.351916,"high","sand",1,10
"2385","BTT37","2018-06-24 00:00:00","A69-1602-65067",3,"bank","Night",0.253068,"high","seagrass",3,3
"2386","BTT18","2018-06-24 01:00:00","A69-1602-65064",2.1,"channel","Night",0.49612,"high","seagrass",2,5
"2387","BTT27","2018-06-24 01:00:00","A69-1602-65065",2.7,"bank","Night",0.49612,"high","sand",1,1
"2388","BTT7","2018-06-24 01:00:00","A69-1602-65066",1.6,"basin","Night",0.333063,"high","seagrass",2,11
"2389","BTT49","2018-06-24 01:00:00","A69-1602-65068",3,"channel","Night",0.238794,"high","seagrass",3,1
"2390","BTT13","2018-06-24 01:00:00","A69-1602-65069",2.8,"basin","Night",0.413077,"outgoing","seagrass",3,11
"2391","BTT54","2018-06-24 01:00:00","A69-1602-65070",3.4,"channel","Night",0.423434,"incoming","sand",1,11
"2392","BTT46","2018-06-24 01:00:00","A69-1602-65071",2,"basin","Night",0.238794,"high","seagrass",1,2
"2393","BTT17","2018-06-24 01:00:00","A69-1602-65155",3,"bank","Night",0.333063,"high","sand",1,12
"2394","BTT37","2018-06-24 01:00:00","A69-1602-65067",3,"bank","Night",0.238794,"high","seagrass",3,4
"2395","BTT18","2018-06-24 02:00:00","A69-1602-65064",2.1,"channel","Night",0.413077,"outgoing","seagrass",2,5
"2396","BTT27","2018-06-24 02:00:00","A69-1602-65065",2.7,"bank","Night",0.413077,"outgoing","sand",1,1
"2397","BTT7","2018-06-24 02:00:00","A69-1602-65066",1.6,"basin","Night",0.288583,"outgoing","seagrass",2,12
"2398","BTT49","2018-06-24 02:00:00","A69-1602-65068",3,"channel","Night",0.198605,"outgoing","seagrass",3,7
"2399","BTT13","2018-06-24 02:00:00","A69-1602-65069",2.8,"basin","Night",0.309578,"outgoing","seagrass",3,10
"2400","BTT54","2018-06-24 02:00:00","A69-1602-65070",3.4,"channel","Night",0.520882,"high","sand",1,9
"2401","BTT46","2018-06-24 02:00:00","A69-1602-65071",2,"basin","Night",0.198605,"outgoing","seagrass",1,6
"2402","BTT17","2018-06-24 02:00:00","A69-1602-65155",3,"bank","Night",0.288583,"outgoing","sand",1,12
"2403","BTT37","2018-06-24 02:00:00","A69-1602-65067",3,"bank","Night",0.198605,"outgoing","seagrass",3,12
"2404","BTT18","2018-06-24 03:00:00","A69-1602-65064",2.1,"channel","Night",0.309578,"outgoing","seagrass",2,7
"2405","BTT27","2018-06-24 03:00:00","A69-1602-65065",2.7,"bank","Night",0.309578,"outgoing","sand",1,6
"2406","BTT7","2018-06-24 03:00:00","A69-1602-65066",1.6,"basin","Night",0.226051,"outgoing","seagrass",2,11
"2407","BTT49","2018-06-24 03:00:00","A69-1602-65068",3,"channel","Night",0.146819,"outgoing","seagrass",3,6
"2408","BTT13","2018-06-24 03:00:00","A69-1602-65069",2.8,"basin","Night",0.21479,"low","seagrass",3,9
"2409","BTT54","2018-06-24 03:00:00","A69-1602-65070",3.4,"channel","Night",0.5381,"high","sand",1,11
"2410","BTT46","2018-06-24 03:00:00","A69-1602-65071",2,"basin","Night",0.146819,"outgoing","seagrass",1,3
"2411","BTT17","2018-06-24 03:00:00","A69-1602-65155",3,"bank","Night",0.226051,"outgoing","sand",1,11
"2412","BTT37","2018-06-24 03:00:00","A69-1602-65067",3,"bank","Night",0.146819,"outgoing","seagrass",3,10
"2413","BTT18","2018-06-24 04:00:00","A69-1602-65064",2.1,"channel","Night",0.21479,"low","seagrass",2,8
"2414","BTT27","2018-06-24 04:00:00","A69-1602-65065",2.7,"bank","Night",0.21479,"low","sand",1,9
"2415","BTT7","2018-06-24 04:00:00","A69-1602-65066",1.6,"basin","Night",0.158131,"outgoing","seagrass",2,12
"2416","BTT49","2018-06-24 04:00:00","A69-1602-65068",3,"channel","Night",0.104811,"low","seagrass",3,3
"2417","BTT13","2018-06-24 04:00:00","A69-1602-65069",2.8,"basin","Night",0.15711,"low","seagrass",3,9
"2418","BTT54","2018-06-24 04:00:00","A69-1602-65070",3.4,"channel","Night",0.49612,"high","sand",1,12
"2419","BTT46","2018-06-24 04:00:00","A69-1602-65071",2,"basin","Night",0.104811,"low","seagrass",1,4
"2420","BTT17","2018-06-24 04:00:00","A69-1602-65155",3,"bank","Night",0.158131,"outgoing","sand",1,10
"2421","BTT37","2018-06-24 04:00:00","A69-1602-65067",3,"bank","Night",0.104811,"low","seagrass",3,4
"2422","BTT18","2018-06-24 05:00:00","A69-1602-65064",2.1,"channel","Night",0.15711,"low","seagrass",2,6
"2423","BTT27","2018-06-24 05:00:00","A69-1602-65065",2.7,"bank","Night",0.15711,"low","sand",1,4
"2424","BTT7","2018-06-24 05:00:00","A69-1602-65066",1.6,"basin","Night",0.099658,"low","seagrass",2,5
"2425","BTT49","2018-06-24 05:00:00","A69-1602-65068",3,"channel","Night",0.091146,"low","seagrass",3,1
"2426","BTT13","2018-06-24 05:00:00","A69-1602-65069",2.8,"basin","Night",0.163196,"low","seagrass",3,9
"2427","BTT54","2018-06-24 05:00:00","A69-1602-65070",3.4,"channel","Night",0.413077,"outgoing","sand",1,12
"2428","BTT46","2018-06-24 05:00:00","A69-1602-65071",2,"basin","Night",0.091146,"low","seagrass",1,6
"2429","BTT17","2018-06-24 05:00:00","A69-1602-65155",3,"bank","Night",0.099658,"low","sand",1,9
"2430","BTT37","2018-06-24 05:00:00","A69-1602-65067",3,"bank","Night",0.091146,"low","seagrass",3,11
"2431","BTT18","2018-06-24 06:00:00","A69-1602-65064",2.1,"channel","Night",0.163196,"low","seagrass",2,10
"2432","BTT27","2018-06-24 06:00:00","A69-1602-65065",2.7,"bank","Night",0.163196,"low","sand",1,4
"2433","BTT7","2018-06-24 06:00:00","A69-1602-65066",1.6,"basin","Night",0.064069,"low","seagrass",2,12
"2434","BTT49","2018-06-24 06:00:00","A69-1602-65068",3,"channel","Night",0.117177,"low","seagrass",3,3
"2435","BTT13","2018-06-24 06:00:00","A69-1602-65069",2.8,"basin","Night",0.285876,"incoming","seagrass",3,11
"2436","BTT54","2018-06-24 06:00:00","A69-1602-65070",3.4,"channel","Night",0.309578,"outgoing","sand",1,11
"2437","BTT46","2018-06-24 06:00:00","A69-1602-65071",2,"basin","Night",0.117177,"low","seagrass",1,0
"2438","BTT17","2018-06-24 06:00:00","A69-1602-65155",3,"bank","Night",0.064069,"low","sand",1,6
"2439","BTT37","2018-06-24 06:00:00","A69-1602-65067",3,"bank","Night",0.117177,"low","seagrass",3,11
"2440","BTT18","2018-06-24 07:00:00","A69-1602-65064",2.1,"channel","Day",0.285876,"incoming","seagrass",2,3
"2441","BTT27","2018-06-24 07:00:00","A69-1602-65065",2.7,"bank","Day",0.285876,"incoming","sand",1,0
"2442","BTT7","2018-06-24 07:00:00","A69-1602-65066",1.6,"basin","Day",0.067382,"low","seagrass",2,11
"2443","BTT49","2018-06-24 07:00:00","A69-1602-65068",3,"channel","Day",0.176855,"incoming","seagrass",3,7
"2444","BTT13","2018-06-24 07:00:00","A69-1602-65069",2.8,"basin","Day",0.479525,"incoming","seagrass",3,12
"2445","BTT54","2018-06-24 07:00:00","A69-1602-65070",3.4,"channel","Day",0.21479,"low","sand",1,12
"2446","BTT46","2018-06-24 07:00:00","A69-1602-65071",2,"basin","Day",0.176855,"incoming","seagrass",1,8
"2447","BTT17","2018-06-24 07:00:00","A69-1602-65155",3,"bank","Day",0.067382,"low","sand",1,8
"2448","BTT37","2018-06-24 07:00:00","A69-1602-65067",3,"bank","Day",0.176855,"incoming","seagrass",3,12
"2449","BTT18","2018-06-24 08:00:00","A69-1602-65064",2.1,"channel","Day",0.479525,"incoming","seagrass",2,1
"2450","BTT27","2018-06-24 08:00:00","A69-1602-65065",2.7,"bank","Day",0.479525,"incoming","sand",1,0
"2451","BTT7","2018-06-24 08:00:00","A69-1602-65066",1.6,"basin","Day",0.176317,"incoming","seagrass",2,11
"2452","BTT49","2018-06-24 08:00:00","A69-1602-65068",3,"channel","Day",0.251219,"incoming","seagrass",3,8
"2453","BTT13","2018-06-24 08:00:00","A69-1602-65069",2.8,"basin","Day",0.675158,"incoming","seagrass",3,12
"2454","BTT54","2018-06-24 08:00:00","A69-1602-65070",3.4,"channel","Day",0.15711,"low","sand",1,9
"2455","BTT46","2018-06-24 08:00:00","A69-1602-65071",2,"basin","Day",0.251219,"incoming","seagrass",1,9
"2456","BTT17","2018-06-24 08:00:00","A69-1602-65155",3,"bank","Day",0.176317,"incoming","sand",1,8
"2457","BTT37","2018-06-24 08:00:00","A69-1602-65067",3,"bank","Day",0.251219,"incoming","seagrass",3,10
"2458","BTT18","2018-06-24 09:00:00","A69-1602-65064",2.1,"channel","Day",0.675158,"incoming","seagrass",2,2
"2459","BTT27","2018-06-24 09:00:00","A69-1602-65065",2.7,"bank","Day",0.675158,"incoming","sand",1,0
"2460","BTT7","2018-06-24 09:00:00","A69-1602-65066",1.6,"basin","Day",0.342818,"incoming","seagrass",2,11
"2461","BTT49","2018-06-24 09:00:00","A69-1602-65068",3,"channel","Day",0.323072,"incoming","seagrass",3,3
"2462","BTT13","2018-06-24 09:00:00","A69-1602-65069",2.8,"basin","Day",0.828074,"high","seagrass",3,12
"2463","BTT54","2018-06-24 09:00:00","A69-1602-65070",3.4,"channel","Day",0.163196,"low","sand",1,7
"2464","BTT46","2018-06-24 09:00:00","A69-1602-65071",2,"basin","Day",0.323072,"incoming","seagrass",1,3
"2465","BTT17","2018-06-24 09:00:00","A69-1602-65155",3,"bank","Day",0.342818,"incoming","sand",1,10
"2466","BTT37","2018-06-24 09:00:00","A69-1602-65067",3,"bank","Day",0.323072,"incoming","seagrass",3,11
"2467","BTT18","2018-06-24 10:00:00","A69-1602-65064",2.1,"channel","Day",0.828074,"high","seagrass",2,2
"2468","BTT27","2018-06-24 10:00:00","A69-1602-65065",2.7,"bank","Day",0.828074,"high","sand",1,0
"2469","BTT7","2018-06-24 10:00:00","A69-1602-65066",1.6,"basin","Day",0.492976,"incoming","seagrass",2,11
"2470","BTT49","2018-06-24 10:00:00","A69-1602-65068",3,"channel","Day",0.381344,"incoming","seagrass",3,6
"2471","BTT13","2018-06-24 10:00:00","A69-1602-65069",2.8,"basin","Day",0.902684,"high","seagrass",3,10
"2472","BTT54","2018-06-24 10:00:00","A69-1602-65070",3.4,"channel","Day",0.285876,"incoming","sand",1,9
"2473","BTT46","2018-06-24 10:00:00","A69-1602-65071",2,"basin","Day",0.381344,"incoming","seagrass",1,1
"2474","BTT17","2018-06-24 10:00:00","A69-1602-65155",3,"bank","Day",0.492976,"incoming","sand",1,10
"2475","BTT37","2018-06-24 10:00:00","A69-1602-65067",3,"bank","Day",0.381344,"incoming","seagrass",3,12
"2476","BTT18","2018-06-24 11:00:00","A69-1602-65064",2.1,"channel","Day",0.902684,"high","seagrass",2,0
"2477","BTT27","2018-06-24 11:00:00","A69-1602-65065",2.7,"bank","Day",0.902684,"high","sand",1,1
"2478","BTT7","2018-06-24 11:00:00","A69-1602-65066",1.6,"basin","Day",0.581201,"high","seagrass",2,12
"2479","BTT49","2018-06-24 11:00:00","A69-1602-65068",3,"channel","Day",0.416961,"high","seagrass",3,7
"2480","BTT13","2018-06-24 11:00:00","A69-1602-65069",2.8,"basin","Day",0.88348,"high","seagrass",3,11
"2481","BTT54","2018-06-24 11:00:00","A69-1602-65070",3.4,"channel","Day",0.479525,"incoming","sand",1,10
"2482","BTT46","2018-06-24 11:00:00","A69-1602-65071",2,"basin","Day",0.416961,"high","seagrass",1,2
"2483","BTT17","2018-06-24 11:00:00","A69-1602-65155",3,"bank","Day",0.581201,"high","sand",1,9
"2484","BTT37","2018-06-24 11:00:00","A69-1602-65067",3,"bank","Day",0.416961,"high","seagrass",3,9
"2485","BTT18","2018-06-24 12:00:00","A69-1602-65064",2.1,"channel","Day",0.88348,"high","seagrass",2,2
"2486","BTT27","2018-06-24 12:00:00","A69-1602-65065",2.7,"bank","Day",0.88348,"high","sand",1,1
"2487","BTT7","2018-06-24 12:00:00","A69-1602-65066",1.6,"basin","Day",0.582162,"high","seagrass",2,11
"2488","BTT49","2018-06-24 12:00:00","A69-1602-65068",3,"channel","Day",0.418984,"high","seagrass",3,11
"2489","BTT13","2018-06-24 12:00:00","A69-1602-65069",2.8,"basin","Day",0.799747,"outgoing","seagrass",3,12
"2490","BTT54","2018-06-24 12:00:00","A69-1602-65070",3.4,"channel","Day",0.675158,"incoming","sand",1,11
"2491","BTT46","2018-06-24 12:00:00","A69-1602-65071",2,"basin","Day",0.418984,"high","seagrass",1,0
"2492","BTT17","2018-06-24 12:00:00","A69-1602-65155",3,"bank","Day",0.582162,"high","sand",1,11
"2493","BTT37","2018-06-24 12:00:00","A69-1602-65067",3,"bank","Day",0.418984,"high","seagrass",3,12
"2494","BTT18","2018-06-24 13:00:00","A69-1602-65064",2.1,"channel","Day",0.799747,"outgoing","seagrass",2,2
"2495","BTT27","2018-06-24 13:00:00","A69-1602-65065",2.7,"bank","Day",0.799747,"outgoing","sand",1,2
"2496","BTT7","2018-06-24 13:00:00","A69-1602-65066",1.6,"basin","Day",0.545277,"high","seagrass",2,11
"2497","BTT49","2018-06-24 13:00:00","A69-1602-65068",3,"channel","Day",0.38194,"high","seagrass",3,6
"2498","BTT13","2018-06-24 13:00:00","A69-1602-65069",2.8,"basin","Day",0.655039,"outgoing","seagrass",3,10
